problem_id,run_name,status,raw_path,clean_path,kernel_path,meta_path,extraction_success,output_length,error_message
51,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_51_raw.txt,runs/qwen25_coder_7b/level_1_problem_51_clean.txt,runs/qwen25_coder_7b/level_1_problem_51_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_51_meta.json,True,1921,
52,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_52_raw.txt,runs/qwen25_coder_7b/level_1_problem_52_clean.txt,runs/qwen25_coder_7b/level_1_problem_52_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_52_meta.json,True,2899,
53,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_53_raw.txt,runs/qwen25_coder_7b/level_1_problem_53_clean.txt,runs/qwen25_coder_7b/level_1_problem_53_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_53_meta.json,True,2626,
54,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_54_raw.txt,runs/qwen25_coder_7b/level_1_problem_54_clean.txt,runs/qwen25_coder_7b/level_1_problem_54_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_54_meta.json,True,4965,
55,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_55_raw.txt,runs/qwen25_coder_7b/level_1_problem_55_clean.txt,runs/qwen25_coder_7b/level_1_problem_55_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_55_meta.json,True,4261,
56,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_56_raw.txt,runs/qwen25_coder_7b/level_1_problem_56_clean.txt,runs/qwen25_coder_7b/level_1_problem_56_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_56_meta.json,True,6062,
57,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_57_raw.txt,runs/qwen25_coder_7b/level_1_problem_57_clean.txt,runs/qwen25_coder_7b/level_1_problem_57_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_57_meta.json,True,3436,
58,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_58_raw.txt,runs/qwen25_coder_7b/level_1_problem_58_clean.txt,runs/qwen25_coder_7b/level_1_problem_58_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_58_meta.json,True,3919,
59,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_59_raw.txt,runs/qwen25_coder_7b/level_1_problem_59_clean.txt,runs/qwen25_coder_7b/level_1_problem_59_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_59_meta.json,True,5575,
60,qwen25_coder_7b,ok,runs/qwen25_coder_7b/level_1_problem_60_raw.txt,runs/qwen25_coder_7b/level_1_problem_60_clean.txt,runs/qwen25_coder_7b/level_1_problem_60_sample_0_kernel.py,runs/qwen25_coder_7b/level_1_problem_60_meta.json,True,5265,
