problem_id,run_name,has_triton_jit,torch_calls_in_jit,is_valid,needs_manual_review,notes
51,qwen3_8b_nothink,True,False,True,False,
52,qwen3_8b_nothink,True,False,True,False,
53,qwen3_8b_nothink,True,False,True,False,
54,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
55,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
56,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
57,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
58,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
59,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
60,qwen3_8b_nothink,False,False,False,False,extraction_failed
61,qwen3_8b_nothink,False,False,False,False,extraction_failed
62,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
63,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
64,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
65,qwen3_8b_nothink,True,False,True,False,
66,qwen3_8b_nothink,True,False,True,False,
67,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
68,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
69,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
70,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
71,qwen3_8b_nothink,False,False,False,False,extraction_failed
72,qwen3_8b_nothink,True,False,True,False,
73,qwen3_8b_nothink,False,False,False,False,extraction_failed
74,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
75,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
76,qwen3_8b_nothink,True,False,True,False,
77,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
78,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
79,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
80,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
81,qwen3_8b_nothink,True,False,False,True,possible_forward_torch_fallback=torch.randn
82,qwen3_8b_nothink,True,False,True,False,
83,qwen3_8b_nothink,True,False,True,False,
84,qwen3_8b_nothink,True,False,True,False,
85,qwen3_8b_nothink,True,False,False,True,"possible_forward_torch_fallback=torch.nn.functional.pad,torch.zeros"
86,qwen3_8b_nothink,True,False,True,False,
87,qwen3_8b_nothink,True,False,True,False,
88,qwen3_8b_nothink,True,False,True,False,
89,qwen3_8b_nothink,False,False,False,False,extraction_failed
90,qwen3_8b_nothink,True,False,True,False,
91,qwen3_8b_nothink,True,False,True,False,
92,qwen3_8b_nothink,True,False,True,False,
93,qwen3_8b_nothink,False,False,False,False,extraction_failed
94,qwen3_8b_nothink,True,False,True,False,
95,qwen3_8b_nothink,True,False,True,False,
96,qwen3_8b_nothink,True,False,True,False,
97,qwen3_8b_nothink,True,False,True,False,
98,qwen3_8b_nothink,True,False,True,False,
99,qwen3_8b_nothink,True,False,True,False,
100,qwen3_8b_nothink,True,False,True,False,
