problem_id,run_name,status,raw_path,clean_path,kernel_path,meta_path,extraction_success,output_length,error_message
51,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_51_raw.txt,runs/qwen3_8b_nothink/level_1_problem_51_clean.txt,runs/qwen3_8b_nothink/level_1_problem_51_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_51_meta.json,True,3082,
52,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_52_raw.txt,runs/qwen3_8b_nothink/level_1_problem_52_clean.txt,runs/qwen3_8b_nothink/level_1_problem_52_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_52_meta.json,True,3716,
53,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_53_raw.txt,runs/qwen3_8b_nothink/level_1_problem_53_clean.txt,runs/qwen3_8b_nothink/level_1_problem_53_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_53_meta.json,True,3948,
54,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_54_raw.txt,runs/qwen3_8b_nothink/level_1_problem_54_clean.txt,runs/qwen3_8b_nothink/level_1_problem_54_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_54_meta.json,True,6150,
55,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_55_raw.txt,runs/qwen3_8b_nothink/level_1_problem_55_clean.txt,runs/qwen3_8b_nothink/level_1_problem_55_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_55_meta.json,True,5612,
56,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_56_raw.txt,runs/qwen3_8b_nothink/level_1_problem_56_clean.txt,runs/qwen3_8b_nothink/level_1_problem_56_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_56_meta.json,True,5358,
57,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_57_raw.txt,runs/qwen3_8b_nothink/level_1_problem_57_clean.txt,runs/qwen3_8b_nothink/level_1_problem_57_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_57_meta.json,True,4440,
58,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_58_raw.txt,runs/qwen3_8b_nothink/level_1_problem_58_clean.txt,runs/qwen3_8b_nothink/level_1_problem_58_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_58_meta.json,True,8221,
59,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_59_raw.txt,runs/qwen3_8b_nothink/level_1_problem_59_clean.txt,runs/qwen3_8b_nothink/level_1_problem_59_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_59_meta.json,True,7252,
60,qwen3_8b_nothink,ok,runs/qwen3_8b_nothink/level_1_problem_60_raw.txt,runs/qwen3_8b_nothink/level_1_problem_60_clean.txt,runs/qwen3_8b_nothink/level_1_problem_60_sample_0_kernel.py,runs/qwen3_8b_nothink/level_1_problem_60_meta.json,False,14292,
