problem_id,run_name,status,raw_path,clean_path,kernel_path,meta_path,extraction_success,output_length,error_message
51,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_51_raw.txt,runs/qwen3_8b_think/level_1_problem_51_clean.txt,runs/qwen3_8b_think/level_1_problem_51_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_51_meta.json,True,48065,
52,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_52_raw.txt,runs/qwen3_8b_think/level_1_problem_52_clean.txt,runs/qwen3_8b_think/level_1_problem_52_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_52_meta.json,True,44533,
53,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_53_raw.txt,runs/qwen3_8b_think/level_1_problem_53_clean.txt,runs/qwen3_8b_think/level_1_problem_53_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_53_meta.json,True,54832,
54,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_54_raw.txt,runs/qwen3_8b_think/level_1_problem_54_clean.txt,runs/qwen3_8b_think/level_1_problem_54_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_54_meta.json,True,35530,
55,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_55_raw.txt,runs/qwen3_8b_think/level_1_problem_55_clean.txt,runs/qwen3_8b_think/level_1_problem_55_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_55_meta.json,True,30123,
56,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_56_raw.txt,runs/qwen3_8b_think/level_1_problem_56_clean.txt,runs/qwen3_8b_think/level_1_problem_56_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_56_meta.json,True,41504,
57,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_57_raw.txt,runs/qwen3_8b_think/level_1_problem_57_clean.txt,runs/qwen3_8b_think/level_1_problem_57_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_57_meta.json,True,28060,
58,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_58_raw.txt,runs/qwen3_8b_think/level_1_problem_58_clean.txt,runs/qwen3_8b_think/level_1_problem_58_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_58_meta.json,True,30793,
59,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_59_raw.txt,runs/qwen3_8b_think/level_1_problem_59_clean.txt,runs/qwen3_8b_think/level_1_problem_59_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_59_meta.json,True,23797,
60,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_60_raw.txt,runs/qwen3_8b_think/level_1_problem_60_clean.txt,runs/qwen3_8b_think/level_1_problem_60_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_60_meta.json,True,31652,
61,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_61_raw.txt,runs/qwen3_8b_think/level_1_problem_61_clean.txt,runs/qwen3_8b_think/level_1_problem_61_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_61_meta.json,True,27670,
62,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_62_raw.txt,runs/qwen3_8b_think/level_1_problem_62_clean.txt,runs/qwen3_8b_think/level_1_problem_62_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_62_meta.json,True,35264,
63,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_63_raw.txt,runs/qwen3_8b_think/level_1_problem_63_clean.txt,runs/qwen3_8b_think/level_1_problem_63_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_63_meta.json,True,33184,
64,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_64_raw.txt,runs/qwen3_8b_think/level_1_problem_64_clean.txt,runs/qwen3_8b_think/level_1_problem_64_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_64_meta.json,True,40163,
65,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_65_raw.txt,runs/qwen3_8b_think/level_1_problem_65_clean.txt,runs/qwen3_8b_think/level_1_problem_65_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_65_meta.json,True,39761,
66,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_66_raw.txt,runs/qwen3_8b_think/level_1_problem_66_clean.txt,runs/qwen3_8b_think/level_1_problem_66_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_66_meta.json,True,29826,
67,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_67_raw.txt,runs/qwen3_8b_think/level_1_problem_67_clean.txt,runs/qwen3_8b_think/level_1_problem_67_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_67_meta.json,True,60731,
68,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_68_raw.txt,runs/qwen3_8b_think/level_1_problem_68_clean.txt,runs/qwen3_8b_think/level_1_problem_68_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_68_meta.json,True,40080,
69,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_69_raw.txt,runs/qwen3_8b_think/level_1_problem_69_clean.txt,runs/qwen3_8b_think/level_1_problem_69_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_69_meta.json,True,27476,
70,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_70_raw.txt,runs/qwen3_8b_think/level_1_problem_70_clean.txt,runs/qwen3_8b_think/level_1_problem_70_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_70_meta.json,True,26996,
71,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_71_raw.txt,runs/qwen3_8b_think/level_1_problem_71_clean.txt,runs/qwen3_8b_think/level_1_problem_71_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_71_meta.json,True,26458,
72,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_72_raw.txt,runs/qwen3_8b_think/level_1_problem_72_clean.txt,runs/qwen3_8b_think/level_1_problem_72_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_72_meta.json,True,28690,
73,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_73_raw.txt,runs/qwen3_8b_think/level_1_problem_73_clean.txt,runs/qwen3_8b_think/level_1_problem_73_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_73_meta.json,False,44445,
74,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_74_raw.txt,runs/qwen3_8b_think/level_1_problem_74_clean.txt,runs/qwen3_8b_think/level_1_problem_74_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_74_meta.json,True,40038,
75,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_75_raw.txt,runs/qwen3_8b_think/level_1_problem_75_clean.txt,runs/qwen3_8b_think/level_1_problem_75_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_75_meta.json,True,23810,
76,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_76_raw.txt,runs/qwen3_8b_think/level_1_problem_76_clean.txt,runs/qwen3_8b_think/level_1_problem_76_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_76_meta.json,True,57179,
77,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_77_raw.txt,runs/qwen3_8b_think/level_1_problem_77_clean.txt,runs/qwen3_8b_think/level_1_problem_77_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_77_meta.json,True,27892,
78,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_78_raw.txt,runs/qwen3_8b_think/level_1_problem_78_clean.txt,runs/qwen3_8b_think/level_1_problem_78_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_78_meta.json,True,30378,
79,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_79_raw.txt,runs/qwen3_8b_think/level_1_problem_79_clean.txt,runs/qwen3_8b_think/level_1_problem_79_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_79_meta.json,True,39624,
80,qwen3_8b_think,ok,runs/qwen3_8b_think/level_1_problem_80_raw.txt,runs/qwen3_8b_think/level_1_problem_80_clean.txt,runs/qwen3_8b_think/level_1_problem_80_sample_0_kernel.py,runs/qwen3_8b_think/level_1_problem_80_meta.json,True,37882,
