problem_id,run_name,has_triton_jit,torch_calls_in_jit,is_valid,needs_manual_review,notes
51,qwen3_8b_think,True,False,True,False,
52,qwen3_8b_think,True,False,True,False,
53,qwen3_8b_think,True,False,True,False,
54,qwen3_8b_think,True,False,True,False,
55,qwen3_8b_think,True,False,True,False,
56,qwen3_8b_think,True,False,True,False,
57,qwen3_8b_think,True,False,False,True,possible_forward_torch_fallback=torch.randn
58,qwen3_8b_think,True,False,True,False,
59,qwen3_8b_think,True,False,True,False,
60,qwen3_8b_think,True,False,True,False,
61,qwen3_8b_think,True,False,True,False,
62,qwen3_8b_think,False,False,False,False,missing_triton_jit
63,qwen3_8b_think,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn,torch.randn.cuda"
64,qwen3_8b_think,True,False,False,True,"possible_forward_torch_fallback=torch.nn.Parameter,torch.randn"
65,qwen3_8b_think,True,False,True,False,
66,qwen3_8b_think,True,False,True,False,
67,qwen3_8b_think,True,False,True,False,
68,qwen3_8b_think,True,False,False,True,"possible_forward_torch_fallback=torch.randn,torch.randn.cuda"
69,qwen3_8b_think,True,False,True,False,
70,qwen3_8b_think,True,False,False,True,possible_forward_torch_fallback=torch.ones
71,qwen3_8b_think,True,False,True,False,
72,qwen3_8b_think,True,False,False,True,possible_forward_torch_fallback=torch.randn
73,qwen3_8b_think,False,False,False,False,extraction_failed
74,qwen3_8b_think,True,False,True,False,
75,qwen3_8b_think,True,False,True,False,
76,qwen3_8b_think,True,False,True,False,
77,qwen3_8b_think,True,False,False,True,possible_forward_torch_fallback=torch.randn
78,qwen3_8b_think,True,False,True,False,
79,qwen3_8b_think,True,False,True,False,
80,qwen3_8b_think,True,False,False,True,"possible_forward_torch_fallback=torch.randn,torch.randn.cuda"
81,qwen3_8b_think,False,False,False,False,extraction_failed
82,qwen3_8b_think,False,False,False,False,extraction_failed
83,qwen3_8b_think,False,False,False,False,extraction_failed
84,qwen3_8b_think,True,False,True,False,
85,qwen3_8b_think,True,False,True,False,
86,qwen3_8b_think,True,False,True,False,
87,qwen3_8b_think,True,False,True,False,
88,qwen3_8b_think,True,False,True,False,
89,qwen3_8b_think,True,False,True,False,
90,qwen3_8b_think,True,False,True,False,
91,qwen3_8b_think,True,False,True,False,
92,qwen3_8b_think,True,False,True,False,
93,qwen3_8b_think,True,False,True,False,
94,qwen3_8b_think,True,False,True,False,
95,qwen3_8b_think,True,False,True,False,
96,qwen3_8b_think,True,False,True,False,
97,qwen3_8b_think,True,False,True,False,
98,qwen3_8b_think,True,False,True,False,
99,qwen3_8b_think,True,False,True,False,
100,qwen3_8b_think,True,False,True,False,
