problem_id,run_name,has_triton_jit,torch_calls_in_jit,is_valid,needs_manual_review,notes
1,qwen25_coder_7b,True,False,True,False,
2,qwen25_coder_7b,True,False,True,False,
3,qwen25_coder_7b,True,False,True,False,
4,qwen25_coder_7b,True,False,True,False,
5,qwen25_coder_7b,True,False,True,False,
6,qwen25_coder_7b,True,False,True,False,
7,qwen25_coder_7b,True,False,True,False,
8,qwen25_coder_7b,True,False,True,False,
9,qwen25_coder_7b,True,False,True,False,
10,qwen25_coder_7b,True,False,True,False,
11,qwen25_coder_7b,True,False,True,False,
12,qwen25_coder_7b,True,False,True,False,
13,qwen25_coder_7b,True,False,True,False,
14,qwen25_coder_7b,True,False,False,True,possible_forward_torch_fallback=torch.triu
15,qwen25_coder_7b,True,False,True,False,
16,qwen25_coder_7b,True,False,True,False,
17,qwen25_coder_7b,True,False,True,False,
18,qwen25_coder_7b,True,False,True,False,
19,qwen25_coder_7b,True,False,True,False,
20,qwen25_coder_7b,True,False,True,False,
21,qwen25_coder_7b,True,False,True,False,
22,qwen25_coder_7b,True,False,True,False,
23,qwen25_coder_7b,True,False,True,False,
24,qwen25_coder_7b,True,False,True,False,
25,qwen25_coder_7b,True,False,True,False,
26,qwen25_coder_7b,True,False,True,False,
27,qwen25_coder_7b,True,False,True,False,
28,qwen25_coder_7b,True,False,True,False,
29,qwen25_coder_7b,True,False,True,False,
30,qwen25_coder_7b,True,False,True,False,
31,qwen25_coder_7b,True,False,True,False,
32,qwen25_coder_7b,True,False,True,False,
33,qwen25_coder_7b,True,False,False,True,possible_forward_torch_fallback=torch.sqrt
34,qwen25_coder_7b,True,False,True,False,
35,qwen25_coder_7b,True,False,True,False,
36,qwen25_coder_7b,True,False,True,False,
37,qwen25_coder_7b,True,False,True,False,
38,qwen25_coder_7b,True,False,True,False,
39,qwen25_coder_7b,True,False,True,False,
40,qwen25_coder_7b,True,False,True,False,
41,qwen25_coder_7b,True,False,True,False,
42,qwen25_coder_7b,True,False,True,False,
43,qwen25_coder_7b,True,False,True,False,
44,qwen25_coder_7b,True,False,True,False,
45,qwen25_coder_7b,True,False,True,False,
46,qwen25_coder_7b,True,False,True,False,
47,qwen25_coder_7b,True,False,True,False,
48,qwen25_coder_7b,True,False,True,False,
49,qwen25_coder_7b,True,False,True,False,
50,qwen25_coder_7b,True,False,True,False,
